id,name,type,prop1,prop1_val,prop2,prop2_val,element,elem_val,contribute,sellprice,equippos,level,BuyingPrice,SellingPrice,ItemDescription,unk1,unk2,unk3,unk4,unk5,unk6,unk9,unk10,unk11,unk12,unk13,unk14,unk15,unk16
11019,มีดเกาลัดน้ำ,2,210,14,214,2,0,-100,1,14,3,60,13300,13,กระบี่บางบนใบมีดมีลายเกาลัดน้ำ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11020,กระบี่ห้าธาตุ,2,210,15,214,2,0,-100,1,15,3,65,19900,15,กระบี่วิเศษที่หลอมสร้างด้วยหลักห้าธาตุ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11021,มีดไม้จันทน์,2,210,16,214,3,0,-100,1,16,3,70,99999,16,ใช้ไม้จันทน์ทำด้ามจับกระบี่ส่งกลิ่นหอมกำจายเมื่อร่ายรำ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11022,กระบี่ข้อไผ่,2,210,17,214,3,0,-100,1,17,3,75,42000,17,ใช้ข้อไผ่ทำด้ามจับกระบี่พวกปราชญ์นักศึกษานิยมชมชอบ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11023,กระบี่ลายสน,2,210,18,214,3,0,-100,1,18,3,80,58800,18,ใช้ไม้สนดำทำด้ามจับกระบี่ได้รับความชื่นชอบจากผู้ทรงความรู้,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11024,กระบี่หญิงชาย,2,210,19,214,3,0,-100,1,19,3,85,76400,19,กระบี่วิเศษสองเล่มชายหนึ่งเล่มหญิงหนึ่งเล่มตัวกระบี่ค่อนข้างสั้น,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11025,กระบี่ไท้เก๊ก,2,210,20,214,3,0,-100,1,20,3,90,99000,20,ด้ามจับกระบี่มีลวดลายไท้เก๊กเหมาะกับนักพรตใช้,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11026,กระบี่รังสีคู่,2,210,21,214,3,0,-100,1,21,3,93,129000,21,กระบี่คู่ของเล่าปี่สองกระบี่ผสานคู่ยามใช้งานเปล่งอานภาพยิ่งใหญ่,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11027,มีดจันทราล่อง,2,210,22,214,3,0,-100,1,22,3,96,167000,22,กระบี่วิเศษหลอมสร้างจากหินจันทร์มีประกายดั่งแสงจันทร์,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11028,กระบี่ลอยลม,2,210,23,214,3,0,-100,1,23,3,99,218000,23,กระบี่ไวน้ำหนักเบาได้รับชื่อด้วยคุณสมบัตินี้,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11029,กระบี่รุ้งขาว,2,210,24,214,3,0,-100,1,24,3,102,283000,24,กระบี่ยาวประดับลวดลายสายรุ้งในความอ่อนมีความแข็งแกร่ง,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11030,กระบี่เพลิงโผน,2,210,25,214,3,0,-100,1,25,3,105,368000,25,"คมกระบี่สีแดง,คล้ายดั่งมีรังสีความร้อนบีบกดผู้คน",0,0,0,0,0,0,0,0,0,0,0,0,0,0
11031,กระบี่แยกสมุทร,2,210,26,214,3,0,-100,1,26,3,108,479000,26,มาจากตะวันออกไกลตัวกระบี่มีลวดลายคลื่น,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11032,มีดจ้าวหมาป่า,2,210,27,214,3,0,-100,1,27,3,111,623000,27,เป็นกระบี่วิเศษของตานหวีแห่งเผ่าซงหนูเคยสังหารศัตรูมานับหมื่น,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11033,กระบี่วิญญูชน,2,210,28,214,3,0,-100,1,28,3,114,810000,28,กระบี่ประดับของจางเหลียงมหาอำมาตย์เลื่องชื่อไม่อาศํยคมแต่ใช้ปราณกระบี่ในการโจมตี,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11034,กระบี่ชิงกัง,2,210,29,214,3,0,-100,1,29,3,117,1050000,29,กระบี่วิเศษที่จูล่งได้มาครั้งการศึกชโลมเลือดที่ฉางปัน,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11035,กระบี่อิงฟ้า,2,210,30,214,4,0,-100,1,30,3,120,1360000,30,กระบี่วิเศษคู่กายโจโฉตำนานกล่าวว่าฟันเหล็กดุจฟันหยวก,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11036,กระบี่จิ๋นซี,2,210,31,214,4,0,-100,1,31,3,123,1780000,31,กระบี่ยาวที่จิ๋นซีฮ่องเต้มักพกพาติดพระองค์เสมอ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11037,กระบี่แห่งมาร,2,210,32,214,4,0,-100,1,32,3,126,2310000,32,กระบี่สีเขียวลวดลายสลักเสลารูปหัวงูฟังว่าแฝงไว้ด้วยพลังมาร,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11038,กระบี่ดาวเหนือ,2,210,33,214,4,0,-100,1,33,3,129,3000000,33,กระบี่วิเศษสลักลวดลายเจ็ดดาวเหนือ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11039,กระบี่ชิงฟ้า,2,210,34,214,4,0,-100,1,34,3,132,3910000,34,กระบี่ใหญ่ทำจากหินเทพอินเดียประกายเจิดจ้าชอนไชนัยน์ตา,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11040,กระบี่ฮ่องเต้,2,210,35,214,4,0,-100,1,35,3,135,5080000,35,ตำนานกล่าวว่ากระบี่ใหญ่ที่ฮ่องเต้ทรงใช้ไร้ต้านทาน,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11041,กระบี่ใหญ่ฝูซี,2,210,36,214,4,0,-100,1,36,3,138,6610000,36,ตำนานว่าเป็นกระบี่ใหญ่ที่ฝูซีซื่อเคยใช้ไร้ต้านทาน,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11042,กระบี่ทลายปฐพี,2,210,8,214,1,1,1,1,8,3,30,0,8,กระบี่ที่หลอมจากหินแร่พันปี,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11043,มีดจันทร์กล้า,2,210,8,214,1,2,1,1,8,3,30,0,8,ประกายกระบี่แวววาวสามารถประชันแสงกับแสงจันทร์,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11044,กระบี่ตะวันจ้า,2,210,8,214,1,3,1,1,8,3,30,0,8,กระบี่ที่มีประกายเจิดจ้าราวแสงตะวัน,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11045,มีดสะบั้นวายุ,2,210,8,214,1,4,1,1,8,3,30,0,8,กระบี่นี้ทั้งเบาและแหลมคมไม่ใช่ยอดฝีมือไม่สามารถควบคุมได้,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11046,กระบี่ปกป้อง,2,210,20,214,7,0,-100,1,23,3,30,0,23,ยุทธภัณฑ์หล่อหลอมอย่างเลิศล้ำหนึ่งในอาวุธชุดผู้ปกป้อง,0,0,0,0,127,0,0,0,0,0,0,0,6,0
11047,กระบี่ศิลาหมึก,2,210,15,214,2,1,2,1,15,3,65,0,15,กระบี่ที่ใช้เหล็กหมึกอันหนักมากตีขึ้น,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11048,กระบี่แสงม่วง,2,210,15,214,2,2,2,1,15,3,65,0,15,กระบี่นีนี้เวลาใช้จะมีส่องแสงสีม่วงออกมา,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11049,กระบี่สืบเพลิง,2,210,15,214,2,3,2,1,15,3,65,0,15,กระบี่ล้ำค่าที่เป็นสัญลักษณ์บ่งบอกความเจริญยิ่งใหญ่ที่ไม่เคยสาบสูญในสมัยฮั่น,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11050,กระบี่เมฆาแยก,2,210,15,214,2,4,2,1,15,3,65,0,15,กระบี่นี้คมกริบบางมากใช้ในการรบเร็วและเด็ดขาด,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11051,กระบี่ผาสน,2,210,18,214,3,1,2,1,18,3,80,0,18,ใช้ต้นสนโบราณทำด้ามจับล้ำค่ามาก,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11052,กระบี่รอยคลื่น,2,210,18,214,3,2,2,1,18,3,80,0,18,บนตัวกระบี่มีรอยคลื่น,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11053,กระบี่รมเลื่อง,2,210,18,214,3,3,2,1,18,3,80,0,18,กระยี่ยาวที่ส่องประกายรังสีอำมหิต,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11054,กระบี่ลมพยัคฆ์,2,210,18,214,3,4,2,1,18,3,80,0,18,กระบี่รบนี้เหมาะกับการฆ่าฟัน,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11056,กระบี่หินเหิน,2,210,22,214,3,1,2,1,22,3,96,0,22,กระบี่วิเศษสร้างด้วยวิธีหลอมซ้ำหลายรอบ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11057,มังกรเขียว,2,210,22,214,3,2,2,1,22,3,96,0,22,อาวุธชั้นสูงสลักลายมังกรสีเขียว,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11058,กระบี่จันทชาด,2,210,22,214,3,3,2,1,22,3,96,0,22,กระบี่หนักมีพลังสังหารมหาศาล,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11059,กระบี่พายุเทา,2,210,22,214,3,4,2,1,22,3,96,0,22,พลังดั่งพายุพัดกวาดข้ามโลกา,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11060,กระบี่สรรพ,2,212,36,214,-4,1,3,1,24,3,102,0,24,กระบี่วิเศษได้ชื่อจากหลักฟ้าดินที่ครอบคลุมสรรพสิ่ง,0,0,0,0,8,0,0,0,0,0,0,0,0,0
11061,กระบี่สระ,2,212,36,214,-4,2,3,1,24,3,102,0,24,กระบี่วิเศษแหลมคมหลอมสร้างด้วยน้ำจากสระสวรรค์,0,0,0,0,8,0,0,0,0,0,0,0,0,0
11062,กระบี่ทองทะยาน,2,212,36,214,-4,3,3,1,24,3,102,0,24,กระบี่วิเศษแหลมคมสร้างจากทองคำแท้หลอมตีซ้ำแล้วซ้ำเล่า,0,0,0,0,8,0,0,0,0,0,0,0,0,0
11063,กระบี่เบญจรงค์,2,212,36,214,-4,4,3,1,24,3,102,0,24,กระบี่วิเศษแหลมคมเกิดจากการผสานของสีทั้งห้า,0,0,0,0,8,0,0,0,0,0,0,0,0,0
11064,กระบี่บุรุษทอง,2,210,12,214,2,5,1,1,6,3,15,0,1,กระบี่วิเศษที่บุรุษทองใช้เป็นกระบี่เข้าคู่กับสตรีหยก,0,0,0,0,77,0,0,0,0,0,0,0,0,0
11065,กระบี่สตรีหยก,2,210,12,214,2,5,1,1,6,3,15,0,1,กระบี่วิเศษที่สตรีหยกใช้เป็นกระบี่เข้าคู่กับบุรุษทอง,0,0,0,0,77,0,0,0,0,0,0,0,0,0
11066,งูขาวพิโรธ,2,212,31,214,4,0,-100,1,25,3,50,0,1,กระบี่วิเศษที่กษัตริย์แห่งราชวงศ์ฮั่นใช้สังหารงูขาว,0,0,41,0,8,0,10,0,0,0,0,0,0,0
11067,กระบี่รุ้งคราม,2,210,36,0,0,5,1,1,25,3,120,0,0,กระบี่ปลอมที่สร้างเลียนแบบกระบี่รุ้งคราม,0,0,42,0,8,0,12,0,0,0,0,0,21,0
11068,กระบี่ราชทาน,2,210,25,211,3,0,-100,1,18,3,80,0,0,กระบี่ที่พระราชทานให้ขุนนางที่มีความดี,0,0,0,0,8,0,0,0,18000,0,0,0,32,0
11069,กระบี่ฟ้าโปร่ง,2,210,50,0,0,5,2,1,26,3,160,0,0,กระบี่ที่ตู้หลู่หนีได้มาจากเกาะแห่งหนึ่ง,0,0,0,0,8,0,0,0,0,0,0,0,39,0
11501,กระบี่โล่แกร่ง,2,210,6,214,4,0,-100,1,6,3,20,0,6,ทำจากหินหนักความแข็งแกร่งสูงมาก,0,0,0,0,8,0,0,0,0,0,0,0,0,0
11502,กระบี่โล่ลึก,2,210,7,214,4,0,-100,1,7,3,25,0,7,ใช้ร่วมกับโล่กลายเป็นอาวุธโจมตีและป้องกัน,0,0,0,0,8,0,0,0,0,0,0,0,0,0
11503,กระบี่โล่เล็ก,2,210,8,214,4,0,-100,1,8,3,30,0,8,มีจุดเด่นที่โล่ป้องกันเป็นรูปเหลี่ยมคว่ำ,0,0,0,0,8,0,0,0,0,0,0,0,0,0
11504,กระบี่โล่หยง,2,210,9,211,4,0,-100,1,9,3,35,0,9,กระบี่ยาวที่เชียงหยงชอบใช้,0,0,0,0,8,0,0,0,0,0,0,0,0,0
11505,กระบี่โล่รวง,2,210,10,211,4,0,-100,1,10,3,40,0,10,กระบี่โล่สีสันเป็นประกายเหมือนสีรวงทอง,0,0,0,0,8,0,0,0,0,0,0,0,0,0
11506,กระบี่โล่ยุทธ,2,210,11,211,5,0,-100,1,11,3,45,0,11,อาวุธที่ทหารปิ้งโจวแถบหัวเป่ยใช้,0,0,0,0,8,0,0,0,0,0,0,0,0,0
11507,กระบี่โล่ขุน,2,210,12,211,5,0,-100,1,12,3,50,0,12,คมดาบสั้นแต่หนาเหมาะกับการสังหารระยะใกล้,0,0,0,0,8,0,0,0,0,0,0,0,0,0
11508,กระบี่โล่วงศ์,2,210,13,211,5,0,-100,1,13,3,55,0,13,ของสืบทอดจากราชวงศ์โจวดีทั้งโจมตีป้องกัน,0,0,0,0,8,0,0,0,0,0,0,0,0,0
11509,กระบี่โล่สี,2,210,14,211,5,0,-100,1,14,3,60,0,14,กระบี่โล่ล้ำค่าทาสีม่วง,0,0,0,0,8,0,0,0,0,0,0,0,0,0
11510,กระบี่โล่ขอ,2,210,15,211,5,0,-100,1,15,3,65,0,15,อาวุธเหี้ยมโหดที่ปลายกระบี่มีตะขอเล็กๆ,0,0,0,0,8,0,0,0,0,0,0,0,0,0
11511,กระบี่โล่สู้,2,210,16,211,5,0,-100,1,16,3,70,0,16,อาวุธแหลมคมแพร่หลายเข้ามาจากประเทศหลินอี้,0,0,0,0,8,0,0,0,0,0,0,0,0,0
11512,กระบี่โล่ขรึม,2,210,17,211,6,0,-100,1,17,3,75,0,17,ด้ามกระบี่ประดับหยกม่วง,0,0,0,0,8,0,0,0,0,0,0,0,0,0
11513,กระบี่โล่บุ๋น,2,210,18,211,6,0,-100,1,18,3,80,0,18,ร่ำลือว่าเป็นอาวุธที่หานซิ่นสะสม,0,0,0,0,8,0,0,0,0,0,0,0,0,0
11514,กระบี่โล่เพลิง,2,210,19,211,6,0,-100,1,19,3,85,0,19,ใช้แล้วดุจไฟลามผลาญทำลายมีอานุภาพสูงมาก,0,0,0,0,8,0,0,0,0,0,0,0,0,0
11515,กระบี่โล่เรียบ,2,210,20,211,6,0,-100,1,20,3,90,0,20,แม้เรียบง่ายไม่หรูหราแต่เปล่งรังสีสังหารไร้จำกัด,0,0,0,0,8,0,0,0,0,0,0,0,0,0
11516,กระบี่โล่ใบ,2,210,21,211,6,0,-100,1,21,3,93,0,21,กระบี่โล่แข็งแกร่งลับด้วยหินลับมีดพิเศษ,0,0,0,0,8,0,0,0,0,0,0,0,0,0
11517,กระบี่โล่แล่น,2,210,22,211,6,0,-100,1,22,3,96,0,22,อาวุธคล่องแคล่วเน้นการโจมตีรวดเร็ว,0,0,0,0,8,0,0,0,0,0,0,0,0,0
11518,กระบี่โล่ไผ่,2,210,23,211,6,0,-100,1,23,3,99,0,23,อาวุธที่พบเห็นน้อยเปี่ยมอานุภาพ,0,0,0,0,8,0,0,0,0,0,0,0,0,0
