id,name,type,image1,image2,color1,color2,color3,color4,notPet,unk5,unk6,lvl,hpmax,spmax,hpx,spx,int,atk,def,agi,doanhtrai,exp_bonus,element,skill1,skill2,skill3,drop1,drop2,drop3,drop4,drop5,drop6,unk1,skill4,reborn,unk2,unk3
10135,ทหารเกราะโทสะ,1,1007,1001,522444555,722262444,444444622,444444444,0,1,5,96,740,328,38,23,8,53,25,42,4,0,3,12005,0,0,26070,26071,26011,0,0,0,0,0,0,0,0
10136,ทหารเกราะคลั่ง,1,1064,1001,159444555,159457158,640444456,444444444,0,1,4,100,773,339,40,24,6,57,38,31,4,0,2,11005,0,0,27072,32027,26095,34026,0,0,0,0,0,0,0
10137,หัวหน้าหมาป่า,1,1064,1001,552444343,511555444,511444444,444444444,0,1,4,52,352,181,23,10,3,32,13,20,4,0,3,12004,0,0,27004,27036,0,0,0,0,0,0,0,0,0
10138,จ้าวเกราะโทสะ,1,1064,1001,552444554,552871522,333444662,444444444,0,1,2,50,276,189,20,12,7,24,28,15,4,0,1,10006,0,0,27019,27019,26167,34005,0,0,0,0,0,0,0
10139,ทหารเสือห้าว,1,1023,1001,660660333,660870444,444444444,444444444,0,1,2,97,749,330,39,23,7,48,42,31,4,0,1,10005,0,0,26105,26106,27071,42024,0,0,0,0,0,0,0
10140,นักบู๊อสูร,1,1148,1001,551444444,161080666,444444151,444444444,0,20,1,98,757,333,39,23,5,50,25,52,4,0,4,13006,0,0,27071,26071,26105,0,0,0,0,0,0,0,0
10141,ทหารเถื่อน,1,1196,1001,209444554,309611444,444444306,444444444,0,1,3,95,732,324,38,22,6,51,44,27,4,0,2,11005,0,0,26011,26013,26070,0,0,0,0,0,0,0,0
10142,ทหารรบเสือ,1,1023,1001,153353343,163888444,444444666,444444444,0,1,5,147,1474,584,61,33,11,82,61,42,4,0,4,13013,0,0,27074,27074,27074,0,0,0,0,0,0,0,0
10143,ทหารเสือเถื่อน,1,1023,1001,662242444,363262444,444444262,444444444,0,1,6,45,226,176,18,11,13,18,18,12,4,0,4,13001,0,0,27047,27036,0,0,0,0,0,0,0,0,0
10144,จ้าวทหารเถื่อน,1,1023,1001,661444566,777363444,444444252,444444444,0,1,7,60,364,219,24,15,11,30,24,21,4,0,4,13004,0,0,26084,27003,0,0,0,0,0,0,0,0,0
10145,ขุนทัพดิน,1,1311,1001,551444344,661770444,224444444,444444444,0,1,3,148,1475,579,60,32,74,46,60,21,4,0,1,10011,0,0,27053,27053,27053,0,0,0,0,0,0,0,0
10146,ขุนทัพน้ำ,1,1314,1001,444446445,146246444,555146245,444444444,0,6,3,106,928,388,42,18,67,14,52,17,4,0,2,11011,0,0,26137,26138,26137,0,0,0,0,0,0,0,0
10147,แม่มดอัคคี,1,1156,1001,611011555,511111444,333444511,444444444,0,0,0,107,937,383,43,17,66,16,53,19,4,0,3,12010,0,0,26138,26137,26138,0,0,0,0,0,0,0,0
10148,ขุนทัพลม,1,1065,1001,444444554,668622444,761444622,444444444,0,1,2,50,241,194,18,13,26,13,13,17,4,0,4,13001,0,0,27018,26166,26166,0,0,0,0,0,0,0,0
10149,ทหารจี้จิ่ว,1,1065,1001,444444444,742363444,761444464,444444444,0,1,4,60,364,224,24,15,28,10,22,26,4,0,3,12007,0,0,26086,27048,0,0,0,0,0,0,0,0,0
10150,ทหารกล้าบู๊,1,1011,1001,444616555,567616444,444444616,444444444,0,6,1,21,124,109,12,5,4,8,6,7,4,0,2,11001,0,0,26047,43020,26088,0,0,0,0,0,0,0,0
10151,หญิงหมานอู่,1,1156,1001,333222333,111358444,256444222,444444444,0,0,0,115,1031,388,49,15,62,22,47,33,4,0,1,10007,0,0,27072,27072,27051,0,0,0,0,0,0,0,0
10152,ทหารหมานอู่,1,1287,1001,444151334,141151141,551444444,444444444,0,6,6,116,1070,423,54,20,10,68,44,34,4,0,4,13009,0,0,27051,27051,27072,37991,0,0,0,0,0,0,0
10153,ขุนทัพอู่เว่ย,1,1011,1001,444252454,252771444,444444663,444444444,0,6,6,50,291,190,20,12,11,20,33,10,4,0,4,13006,0,0,0,27031,27036,0,0,0,0,0,0,0,0
10154,ขุนพลอู่เว่ย,1,1011,1001,444456456,356771444,444444663,444444444,0,6,5,60,386,194,28,10,7,27,33,20,4,0,2,11005,0,0,26043,26170,0,0,0,0,0,0,0,0,0
10155,ขุนพลเทียนกง,1,1003,1001,662444444,333444651,440444333,444444444,0,2,2,49,246,190,20,12,21,6,23,16,4,0,1,10003,0,0,27016,26054,27037,0,0,0,0,0,0,0,0
10156,ขุนพลเทียนฟัง,1,1003,1001,651444454,347357651,345444356,444444444,0,2,3,30,142,135,10,8,12,12,8,10,4,0,2,11001,0,0,26033,26051,0,0,0,0,0,0,0,0,0
10157,ขุนพลเทียนกัง,1,1003,1001,651444555,422411651,533444411,444444444,0,2,4,40,231,132,22,4,5,14,22,13,4,0,3,12005,0,0,27041,26035,0,0,0,0,0,0,0,0,0
10158,จอมเวทย์เขียว,1,1311,1001,351444454,151141444,141444141,444444444,0,1,7,107,984,345,50,11,67,15,54,18,4,0,4,13006,0,0,26202,26139,26202,0,0,0,0,0,0,0,0
10159,จอมเวทย์ดำ,1,1066,1001,444011333,110444222,444444444,444444444,0,0,0,106,951,355,46,13,66,14,56,14,4,0,1,10012,0,0,26139,26202,26139,0,0,0,0,0,0,0,0
10160,ขุนพลเสี่ยวโจว,1,1003,1001,662444333,151252551,242444242,444444444,0,2,1,70,502,197,35,8,10,34,32,26,4,0,4,13006,0,0,26159,27048,0,0,0,0,0,0,0,0,0
10161,หนิวเจี่ยว,1,1054,1001,171444553,141151141,661444444,444444444,0,15,4,80,611,292,32,12,15,54,40,42,4,1840,1,10001,10005,10007,27067,27068,26088,0,0,0,0,0,0,0,0
10162,ไป๋เชี่ย,1,1082,1001,444555555,771771551,666444444,444444444,0,15,6,81,619,300,32,13,27,42,43,40,4,1863,4,13004,13006,13010,27067,27058,27068,0,0,0,0,0,0,0,0
10163,ซุนชิง,1,1081,1001,661222444,553246551,246444246,444444444,0,15,5,82,556,314,21,15,29,49,39,46,4,1886,2,11003,11005,11008,26058,26029,26115,0,0,0,0,0,0,0,0
10164,หวางตัง,1,1080,1001,661246444,553246551,246444246,444444444,0,15,2,83,635,317,33,15,19,53,49,32,4,1909,2,11001,11005,11008,26090,26068,27008,0,0,0,0,0,0,0,0
10165,ทหารไท่ผิง,1,1023,1001,308666555,327257444,444444405,444444444,0,1,1,100,917,368,47,17,11,46,55,20,4,0,2,11005,0,0,26013,26013,26106,0,0,0,0,0,0,0,0
10166,ขุนพลต้าฟาง,1,1083,1001,444444444,551444633,662722444,444444444,0,2,2,30,151,134,12,7,8,12,12,10,4,0,1,10003,0,0,26016,26053,0,0,0,0,0,0,0,0,0
10167,ขุนพลต้ากัง,1,1148,1001,161444444,160444146,444444151,444444444,0,20,4,101,930,363,48,16,12,46,56,22,4,0,4,13010,0,0,26071,26071,26238,35010,0,0,0,0,0,0,0
10168,ขุนพลต้าอู่,1,1083,1001,661444444,511533444,511333333,444444444,0,2,4,50,251,191,20,13,17,26,12,13,4,0,3,12005,0,0,27041,27056,0,0,0,0,0,0,0,0,0
10169,ขุนพลต้าเฉิง,1,1147,1001,551444333,153154444,444444043,444444444,0,0,0,62,376,253,25,20,6,31,25,17,4,0,4,13009,0,0,26017,27027,0,0,0,0,0,0,0,0,0
10170,ขุนพลต้าโจว,1,1083,1001,644444554,221333711,332811611,444444444,0,2,6,70,433,248,23,17,8,30,40,27,4,0,1,10006,0,0,26170,26050,0,0,0,0,0,0,0,0,0
10171,เจ้าฉือ,1,1062,1001,444444455,761456444,444444456,444444444,0,6,4,68,441,259,26,11,19,36,29,30,4,1564,4,13001,13002,13006,27027,27067,27038,0,0,0,0,0,0,0,0
10172,ขู่โหยว,1,1011,1001,444444555,778771444,444444661,444444444,0,6,1,66,434,283,26,16,22,24,32,27,4,1518,4,13001,13004,13006,26067,26059,27042,0,0,0,0,0,0,0,0
10173,ทหารรบชิงโจว,1,1005,1001,551444343,222980444,444444444,444444444,0,1,2,32,152,159,11,12,20,7,3,11,4,0,1,10006,0,0,26036,27031,27029,0,0,0,0,0,0,0,0
10174,ทหารชิงโจว,1,1007,1001,550444343,146357444,444444357,444444444,0,1,4,34,187,143,17,8,10,12,10,11,4,0,2,11003,0,0,27031,27029,27037,0,0,0,0,0,0,0,0
10175,ทหารศึกชิงโจว,1,1023,1001,660642343,611711444,444444444,444444444,0,1,5,30,161,127,14,6,7,12,11,10,4,0,3,12002,0,0,27024,27024,27026,0,0,0,0,0,0,0,0
10176,หัวหน้าชิงโจว,1,1064,1001,550444343,161262444,151444262,444444444,0,1,6,35,185,144,16,8,13,10,12,12,4,0,4,13004,0,0,27029,27031,26036,0,0,0,0,0,0,0,0
10177,ทหารปีศาจดาบ,1,1337,1001,141444333,660161660,770550444,444444444,0,0,0,106,977,375,50,16,5,66,59,11,4,0,1,10006,0,0,26013,26013,26071,0,0,0,0,0,0,0,0
10178,ทหารปีศาจทวน,1,1196,1001,551444455,158151444,444444151,444444444,0,1,2,49,246,189,20,12,18,18,15,15,4,0,2,11001,0,0,26002,27055,0,0,0,0,0,0,0,0,0
10179,ทหารปีศาจกระบี,1,1314,1001,444507556,707414444,554444414,444444444,0,6,0,107,1003,364,53,14,60,23,53,12,4,0,2,11003,0,0,26071,26071,26013,0,0,0,0,0,0,0,0
10180,โจรปล้นลำน้ำ,1,1021,1001,642444565,149851444,357444135,444444444,0,1,1,45,252,175,23,11,10,20,10,16,4,0,2,11005,0,0,26002,27055,0,0,0,0,0,0,0,0,0
10181,ทหารปีศาจง้าว,1,1196,1001,551444443,551246444,444444246,444444444,0,1,4,46,255,178,23,11,9,20,15,14,4,0,1,10003,0,0,27018,26101,0,0,0,0,0,0,0,0,0
10182,ทหารมารดาบใหญ่,1,1196,1001,551444344,640740444,444444444,444444444,0,1,5,35,176,154,14,10,6,16,17,7,4,0,4,13006,0,0,26162,27041,0,0,0,0,0,0,0,0,0
10183,จู๋ซิ่ง,1,1005,1001,141444555,688252444,444444262,444444444,0,1,6,59,298,209,24,13,9,20,23,29,4,0,4,13006,0,0,26065,26081,27019,0,0,0,0,0,0,0,0
10184,องครักษ์น้ำตาล,1,1064,1001,551444565,333544444,555444444,444444444,0,1,2,35,176,154,14,10,6,16,17,7,4,0,1,10006,0,0,26065,26081,27019,0,0,0,0,0,0,0,0
10185,องครักษ์ม่วง,1,1023,1001,551407556,306515444,444444444,444444444,0,1,6,35,176,154,14,10,6,16,17,7,4,0,2,11005,0,0,26065,26081,27019,0,0,0,0,0,0,0,0
10186,องครักษ์แดง,1,1196,1001,551444334,522622444,444444622,444444444,0,1,7,49,259,186,22,12,7,17,10,32,4,0,3,12004,0,0,26065,26081,27019,0,0,0,0,0,0,0,0
10187,องครักษ์เขียว,1,1147,1001,551444544,141161050,444444444,444444444,0,0,0,35,176,154,14,10,6,16,17,7,4,0,4,13010,0,0,26065,26081,27019,0,0,0,0,0,0,0,0
10188,ชาวบ้านอดหยาก,1,1056,1001,333444344,951777656,444444444,444444444,0,3,4,48,177,165,7,8,10,32,11,30,4,0,1,10006,0,0,27025,27024,0,0,0,0,0,0,0,0,0
10189,ทหารศึกเฮยซาน,1,1064,1001,551444344,100444633,771444444,444444444,0,1,2,25,154,101,16,2,3,13,6,10,4,0,1,10003,0,0,26169,26003,26034,0,0,0,0,0,0,0,0
10190,ทหารทวนเฮยซาน,1,1065,1001,771444344,100770633,333444444,444444444,0,1,2,26,162,103,17,2,3,14,7,9,4,0,1,10002,0,0,26003,26003,26034,0,0,0,0,0,0,0,0
10191,นายกองเฮยซาน,1,1003,1001,551444444,333771123,333444333,444444444,0,2,2,46,234,181,19,12,20,16,12,13,4,0,1,10002,0,0,27024,26056,0,0,0,0,0,0,0,0,0
10192,พ่อมดเฮยซาน,1,1238,1001,650333555,760444444,460151151,444444444,0,8,1,93,733,283,40,6,62,48,22,37,4,0,4,13004,13006,13009,0,0,0,0,0,0,0,0,0,0,0
10193,ตู้ฉาง,1,1081,1001,661343333,551161661,661444161,444444444,0,15,2,16,110,129,6,2,3,11,6,6,4,0,1,10001,0,0,26003,27041,27036,0,0,0,0,0,0,0,0
10194,เถาเซิง,1,1098,1001,444511554,511611511,661444411,444444444,0,15,6,15,100,131,5,3,3,12,5,4,4,0,3,12002,0,0,26003,26003,27038,0,0,0,0,0,0,0,0
10195,ทหารหาญเหลือง,1,1064,1001,551444555,551457444,661444457,444444444,0,1,2,11,55,122,2,2,2,4,10,4,4,0,1,10001,0,0,26065,26065,27036,0,0,0,0,0,0,0,0
10196,ทหารดาบเหลือง,1,1023,1001,551333555,146981444,444444246,444444444,0,1,1,12,61,123,3,2,2,10,3,6,4,0,2,11001,0,0,26077,26077,27036,33021,0,0,0,0,0,0,0
10197,ทหารเสือเหลือง,1,1007,1001,551444334,161981444,444444252,444444444,0,1,4,14,74,126,5,2,3,7,3,10,4,0,4,13001,0,0,26047,26042,26042,43003,43033,0,0,0,0,0,0
10198,นายทหารเหลือง,1,1065,1001,642444344,642981444,661444642,444444444,0,1,3,13,64,136,3,5,10,2,3,5,4,0,3,12001,0,0,27034,27034,27036,0,0,0,0,0,0,0,0
10199,ทหารเลวเฮยซาน,1,1007,1001,551444444,232870444,444444444,444444444,0,1,2,28,172,133,11,8,10,9,9,9,4,0,1,10003,0,0,26169,26169,27035,0,0,0,0,0,0,0,0
10200,ทหารเฮยซาน,1,1005,1001,444444444,144777444,444444444,444444444,0,1,1,29,176,130,12,7,11,10,9,10,4,0,4,13004,0,0,26064,26169,26064,0,0,0,0,0,0,0,0
10201,นักรบเฮยซาน,1,1021,1001,772246344,344146444,444444245,444444444,0,1,5,30,181,134,12,8,9,12,11,9,4,0,2,11003,0,0,27004,27037,27004,0,0,0,0,0,0,0,0
10202,ทหารหาญเฮยซาน,1,1023,1001,563652555,561444444,444444662,444444444,0,1,6,16,116,97,6,4,5,7,6,4,4,0,1,10002,0,0,26083,26084,41013,0,0,0,0,0,0,0,0
10203,เกราะเฮยซาน,1,1064,1001,553444455,151242522,151444444,444444444,0,1,7,17,120,99,7,4,4,5,8,6,4,0,4,13001,0,0,26084,26083,41002,0,0,0,0,0,0,0,0
10204,ทหารมารเฮยซาน,1,1064,1001,444444444,444722111,622444444,444444444,0,1,2,18,125,102,7,4,5,5,8,6,4,0,1,10002,0,0,26084,26084,26083,0,36004,0,0,0,0,0,0
10205,ขุนศึกธงเหลือง,1,1005,1001,551048555,149246444,444444246,444444444,0,1,3,27,177,127,13,7,2,12,11,9,4,0,2,11001,0,0,27037,27041,27041,0,0,0,0,0,0,0,0
10206,เกราะผ้าเหลือง,1,1156,1001,146640556,149888444,146444540,444444444,0,0,0,127,1123,502,51,28,22,60,61,28,0,0,2,11005,0,0,27012,27012,27072,0,0,0,0,0,0,0,0
10207,ทหารเขาเหลือง,1,1007,1001,551444444,232870444,444444444,444444444,0,1,2,70,462,250,28,17,16,26,34,24,4,0,1,10003,0,0,26169,26169,26167,0,0,0,0,0,0,0,0
10208,ทหารกล้าเหลือง,1,1005,1001,550444445,138474444,444444363,444444444,0,1,4,70,462,244,28,16,18,32,26,25,4,0,2,11005,0,0,27003,26167,27003,0,0,0,0,0,0,0,0
10209,เสนาผ้าเหลือง,1,1066,1001,772444444,744146444,444444444,444444444,0,3,0,71,469,268,28,20,36,11,26,26,5,0,3,12007,0,0,26055,26055,27003,0,0,0,0,0,0,0,0
10210,นักสู้เหลือง,1,1019,1001,151262444,977161566,444444777,444444444,0,2,8,128,1132,498,51,27,22,64,69,21,0,0,4,13009,0,0,27072,27072,27012,0,0,0,0,0,0,0,0
10211,ผ้าเหลืองแกร่ง,1,1064,1001,553444544,352425522,252444352,444444444,0,1,2,43,216,171,17,11,13,16,16,13,4,0,4,13001,0,0,26084,26084,40014,0,40006,0,0,0,0,0,0
10212,หมาป่าธงเหลือง,1,1064,1001,444444444,444722111,622444444,444444444,0,1,4,44,202,148,14,6,9,18,9,32,4,0,1,10002,0,0,26084,26084,40014,0,40006,0,0,0,0,0,0
10213,จอมทหารเหลือง,1,1005,1001,551444566,139764444,444444246,444444444,0,1,6,12,128,86,5,3,2,5,8,3,4,0,2,11001,0,0,27030,26001,26078,0,0,0,0,0,0,0,0
10214,คนขุดสุสาน,1,1027,1001,457457445,502358246,444444414,444444444,0,3,6,146,1459,561,60,30,38,50,76,36,0,0,2,11003,0,0,27015,27015,27015,0,0,0,0,0,0,0,0
10215,ไต้เฟิง,1,1065,1001,644444555,316761444,661444661,444444444,0,1,2,84,643,355,34,21,26,53,34,35,4,1932,2,11005,0,0,0,0,0,0,0,0,0,0,0,0,0
10216,เหลียงจ้งหนิง,1,1003,1001,660444444,151050550,551444151,444444444,0,2,2,92,730,389,33,23,40,58,35,35,4,2116,4,13006,0,0,0,0,0,0,0,0,0,0,0,0,0
10217,หวงหยาง,1,1003,1001,252444444,222222241,333444222,444444444,0,2,4,54,272,238,22,13,8,27,24,18,4,1242,1,10001,10002,10005,0,0,0,0,0,0,0,0,0,0,0
10218,จางป๋อ,1,1081,1001,661332444,551661555,666444550,444444444,0,15,2,49,246,220,20,12,6,26,21,16,4,1127,4,13001,13004,13006,0,0,0,0,0,0,0,0,0,0,0
10219,ลู่เหลียง,1,1004,1001,444551555,245650661,551444444,444444444,0,9,2,58,293,253,23,14,9,30,19,23,4,1334,1,10001,10002,10003,0,0,0,0,0,0,0,0,0,0,0
10220,ไหลต๋า,1,1108,1001,444551334,661551414,661515661,444444444,0,2,5,65,330,280,26,16,12,37,32,22,4,1495,1,10001,10002,10003,0,0,0,0,0,0,0,0,0,0,0
10221,จางซิว,1,1066,1001,444131544,455444141,444444661,444444444,0,3,0,61,309,272,24,16,36,17,20,22,4,1403,4,13001,13004,13006,0,0,0,0,0,47102,0,0,0,0,0
10222,ก้วนหู,1,1019,1001,551156444,246257551,444444246,444444444,0,2,3,65,330,279,26,16,11,37,30,25,4,1495,2,11001,11003,11005,0,0,0,0,0,0,0,0,0,0,0
10223,จางเหยา,1,1165,1001,880440444,411644444,444444411,444444444,0,3,5,55,277,247,22,14,27,19,18,13,4,1265,3,12001,12002,12004,0,0,0,0,0,0,0,0,0,0,0
10224,บิ๊กโจรสลัด,1,1105,1001,444444444,161151444,151333151,444444444,0,8,11,103,1021,355,44,14,14,76,62,22,4,0,4,13001,13004,13009,0,0,0,0,0,0,0,0,0,0,0
10225,หัวหน้าโจรสลัด,1,1157,1001,444444666,224444111,554444444,444444444,0,6,1,92,768,306,39,10,11,71,41,11,4,0,1,10006,0,0,0,0,0,0,0,0,0,0,0,0,0
10226,โจรสลัดร้าย,1,1319,1001,711444555,811622444,444444444,444444444,0,6,7,89,684,293,36,9,8,64,38,22,4,0,3,12002,0,0,0,0,0,0,0,0,0,0,0,0,0
10227,ทหารน้ำโจร,1,1311,1001,252444555,222161444,333444444,444444444,0,1,7,86,663,275,35,7,8,50,46,25,4,0,1,10006,0,0,0,0,0,0,0,0,0,0,0,0,0
10228,ทหารห้าโต่ว,1,1196,1001,411444555,551870444,444444660,444444444,0,1,1,105,906,392,40,19,16,57,59,17,4,2415,1,10006,0,0,26251,26251,32026,36010,0,0,0,0,0,0,0
10229,ทหารเฟิ่งเต้า,1,1147,1001,411444555,138860246,444444246,444444444,0,0,0,105,944,366,46,15,12,64,60,11,4,2415,2,11005,0,0,32026,32026,26251,0,0,0,0,0,0,0,0
10230,จงจี้จิ่ว,1,1311,1001,551444344,551661444,622444660,444444444,0,1,3,120,1031,393,44,14,52,67,45,16,4,2760,1,10007,0,0,27051,27051,26237,0,0,0,0,0,0,0,0
10231,เต้าซือจวิน,1,1066,1001,444444544,522444760,444444760,444444444,0,0,0,121,1031,401,43,15,59,68,43,11,4,2783,3,12010,0,0,26237,26237,27051,33030,0,0,0,0,0,0,0
10232,จางหลู่,1,1374,1001,651444544,551111444,444444444,444444444,0,2,9,124,1510,488,56,27,85,41,21,57,4,2852,1,10005,10006,10011,0,0,0,0,0,47171,0,0,0,0,0
10233,หยางเหยิน,1,1076,1001,444333444,333444444,960650444,444444444,0,8,9,93,786,364,41,19,20,62,45,28,4,2139,1,10003,10006,10008,0,0,0,0,0,47321,0,0,0,0,0
10234,หยางอ๋าง,1,1109,1001,444660344,660522760,650722660,444444444,0,2,8,89,705,355,39,19,17,60,46,27,4,2047,1,10002,10006,10007,0,0,0,0,0,0,0,0,0,0,0
10235,เหยียนผู่,1,1373,1001,660444455,540357444,444444245,444444444,0,3,3,92,780,374,41,21,67,25,50,12,4,2116,1,10003,10007,10008,0,0,0,0,0,47280,0,0,0,0,0
10236,หยางซง,1,1328,1001,660444444,550333230,444444444,444444444,0,3,4,69,463,250,29,9,41,17,32,25,4,1587,1,10001,10003,10005,0,0,0,0,0,47349,0,0,0,0,0
10237,หยางไป่,1,1329,1001,444511444,411622650,444444522,444444444,0,3,1,65,411,258,23,12,40,22,16,33,4,1495,3,12002,12004,12006,0,0,0,0,0,0,0,0,0,0,0
10238,โจวเฟิ่ง,1,1343,1001,555444555,161161666,151151444,444444444,0,24,1,116,1381,397,66,16,12,82,62,33,4,2668,4,13004,13009,13010,0,0,0,0,0,0,0,0,0,0,0
10239,นายกองโจรน้ำ,1,1337,1001,141444544,151606404,414414414,444444444,0,0,0,102,937,308,48,7,8,69,58,11,4,2346,2,11005,0,0,0,0,0,0,0,0,0,0,0,0,0
10240,ทหารโจรดาบใหญ่,1,1341,1001,661444434,961514516,444444414,444444444,0,6,8,94,789,285,48,6,6,58,55,11,4,2162,2,11005,0,0,0,0,0,0,0,0,0,0,0,0,0
10241,ทหารโจรดาบโค้ง,1,1342,1001,306444444,960515661,444444414,444444444,0,6,9,94,789,285,48,6,6,58,55,11,4,2162,1,10006,0,0,0,0,0,0,0,0,0,0,0,0,0
10242,ทหารใหญ่,1,1342,1001,161444454,161161661,444444151,444444444,0,6,1,57,344,156,33,4,9,27,23,17,4,1311,4,13004,0,0,26088,26088,26160,0,0,0,0,0,0,0,0
10243,ทหารใหญ่,1,1337,1001,222444333,111980211,770550444,444444444,0,0,0,58,347,163,33,5,10,28,23,15,4,1334,1,10005,0,0,26160,26160,26088,0,0,0,0,0,0,0,0
10244,ทหารใหญ่,1,1287,1001,444611555,811611660,511444611,444444444,0,6,9,61,424,210,34,5,8,32,24,16,4,1403,3,12006,0,0,26244,26244,26230,0,0,0,0,0,0,0,0
10245,ทหารใหญ่,1,1175,1001,660111333,222860550,664444444,444444444,0,8,4,62,433,218,35,6,7,34,27,16,4,1426,1,10006,0,0,26230,26230,26244,0,0,0,0,0,0,0,0
10246,ทหารใหญ่,1,1415,1001,640444554,148146444,146860146,444444444,0,1,4,60,364,208,24,5,9,35,31,15,4,1380,2,11005,0,0,26229,26229,27008,0,0,0,0,0,0,0,0
10247,ทหารหลีจิง,1,1287,1001,444677454,161161141,555444444,444444444,0,6,2,62,389,218,27,6,8,34,32,17,4,1426,4,13006,0,0,27008,27008,26229,0,0,0,0,0,0,0,0
10248,คนฉลามยักษ์,1,1147,1001,569444333,459666650,444444650,444444444,0,0,0,77,660,250,43,6,5,47,46,6,4,1771,4,13010,0,0,26128,26128,26200,0,0,0,0,0,0,0,0
10249,ทหารฉลามยักษ์,1,1196,1001,100444344,111171444,444444444,444444444,0,1,2,78,595,264,31,8,11,45,14,45,4,1794,1,10006,0,0,26200,26200,26128,38007,0,0,0,0,0,0,0
10250,อสูรโจรน้ำ,1,1311,1001,550444545,307970444,414444414,444444444,0,1,8,80,611,268,32,8,51,7,28,34,4,1840,2,11003,0,0,26136,26136,26201,35030,0,0,0,0,0,0,0
10251,พ่อมดโจรสลัด,1,1314,1001,444622555,822444444,555444411,444444444,0,6,10,81,629,276,34,9,49,7,27,35,4,1863,3,12007,0,0,26201,26201,26136,0,0,0,0,0,0,0,0
10252,ทหารดาบกลับ,1,1415,1001,151355454,151147444,142262245,444444444,0,1,8,90,753,271,46,5,10,56,48,14,4,2070,4,13010,0,0,26095,26095,26251,0,0,0,0,0,0,0,0
10253,ขุนพลหอกบิน,1,1423,1001,611444444,644622246,533245511,444444444,0,2,12,91,809,273,54,5,8,52,45,15,4,2093,3,12009,0,0,26251,26251,26095,42025,0,0,0,0,0,0,0
